rank,mrmr_mean,mrmr_max
263,value__energy_ratio_by_chunks__num_segments_10__segment_focus_4,"value__fft_coefficient__attr_""imag""__coeff_17"
264,"value__agg_linear_trend__attr_""rvalue""__chunk_len_5__f_agg_""min""","value__agg_linear_trend__attr_""slope""__chunk_len_5__f_agg_""mean"""
265,"value__fft_coefficient__attr_""real""__coeff_17","value__fft_coefficient__attr_""angle""__coeff_11"
266,"value__fft_coefficient__attr_""abs""__coeff_18","value__fft_coefficient__attr_""real""__coeff_35"
267,value__number_peaks__n_3,"value__fft_coefficient__attr_""abs""__coeff_56"
268,"value__fft_coefficient__attr_""angle""__coeff_58","value__fft_coefficient__attr_""real""__coeff_49"
269,"value__change_quantiles__f_agg_""var""__isabs_True__qh_0.8__ql_0.6","value__fft_coefficient__attr_""abs""__coeff_1"
270,"value__fft_coefficient__attr_""real""__coeff_80","value__linear_trend__attr_""slope"""
271,value__approximate_entropy__m_2__r_0.3,"value__cwt_coefficients__coeff_9__w_2__widths_(2, 5, 10, 20)"
272,"value__fft_coefficient__attr_""angle""__coeff_9","value__change_quantiles__f_agg_""var""__isabs_True__qh_0.6__ql_0.4"
273,"value__change_quantiles__f_agg_""var""__isabs_False__qh_0.8__ql_0.2","value__fft_coefficient__attr_""real""__coeff_92"
274,"value__fft_coefficient__attr_""imag""__coeff_4","value__fft_coefficient__attr_""imag""__coeff_48"
275,"value__fft_coefficient__attr_""abs""__coeff_58","value__fft_coefficient__attr_""imag""__coeff_6"
276,value__ratio_beyond_r_sigma__r_1,value__first_location_of_maximum
277,"value__fft_coefficient__attr_""imag""__coeff_47","value__agg_linear_trend__attr_""slope""__chunk_len_10__f_agg_""mean"""
278,value__spkt_welch_density__coeff_5,"value__fft_coefficient__attr_""imag""__coeff_51"
279,"value__fft_coefficient__attr_""real""__coeff_94","value__fft_coefficient__attr_""imag""__coeff_9"
280,"value__fft_coefficient__attr_""real""__coeff_96","value__fft_coefficient__attr_""imag""__coeff_50"
281,"value__fft_coefficient__attr_""angle""__coeff_56","value__fft_coefficient__attr_""angle""__coeff_60"
282,"value__change_quantiles__f_agg_""var""__isabs_False__qh_0.2__ql_0.0","value__fft_coefficient__attr_""real""__coeff_82"
283,"value__fft_coefficient__attr_""imag""__coeff_41",value__mean_change
284,value__permutation_entropy__dimension_5__tau_1,"value__fft_coefficient__attr_""real""__coeff_20"
285,"value__fft_coefficient__attr_""imag""__coeff_12","value__fft_coefficient__attr_""abs""__coeff_29"
286,"value__fft_coefficient__attr_""angle""__coeff_41","value__fft_coefficient__attr_""real""__coeff_12"
287,value__lempel_ziv_complexity__bins_5,"value__fft_coefficient__attr_""abs""__coeff_49"
288,"value__augmented_dickey_fuller__attr_""teststat""__autolag_""AIC""","value__fft_coefficient__attr_""real""__coeff_74"
289,"value__fft_coefficient__attr_""real""__coeff_65","value__fft_coefficient__attr_""abs""__coeff_43"
290,"value__fft_coefficient__attr_""imag""__coeff_21","value__agg_linear_trend__attr_""stderr""__chunk_len_50__f_agg_""var"""
291,"value__fft_coefficient__attr_""real""__coeff_97","value__fft_coefficient__attr_""abs""__coeff_14"
292,value__fourier_entropy__bins_100,"value__fft_coefficient__attr_""real""__coeff_63"
293,"value__fft_coefficient__attr_""angle""__coeff_83","value__fft_coefficient__attr_""real""__coeff_41"
294,"value__fft_coefficient__attr_""real""__coeff_31",value__large_standard_deviation__r_0.30000000000000004
295,"value__fft_coefficient__attr_""abs""__coeff_71","value__agg_linear_trend__attr_""slope""__chunk_len_50__f_agg_""min"""
296,"value__fft_coefficient__attr_""real""__coeff_46","value__fft_coefficient__attr_""angle""__coeff_0"
297,"value__fft_coefficient__attr_""real""__coeff_18","value__fft_coefficient__attr_""abs""__coeff_41"
298,"value__fft_coefficient__attr_""abs""__coeff_11",value__energy_ratio_by_chunks__num_segments_10__segment_focus_0
299,"value__agg_linear_trend__attr_""rvalue""__chunk_len_50__f_agg_""min""","value__fft_coefficient__attr_""angle""__coeff_78"
300,"value__change_quantiles__f_agg_""var""__isabs_True__qh_0.8__ql_0.4","value__fft_coefficient__attr_""abs""__coeff_91"
301,"value__fft_coefficient__attr_""angle""__coeff_35","value__fft_coefficient__attr_""abs""__coeff_15"
302,value__large_standard_deviation__r_0.15000000000000002,"value__fft_coefficient__attr_""real""__coeff_45"
303,"value__fft_coefficient__attr_""angle""__coeff_20","value__fft_coefficient__attr_""imag""__coeff_88"
304,"value__change_quantiles__f_agg_""mean""__isabs_True__qh_0.8__ql_0.0","value__fft_coefficient__attr_""angle""__coeff_70"
305,"value__fft_coefficient__attr_""real""__coeff_95","value__fft_coefficient__attr_""real""__coeff_62"
306,"value__fft_coefficient__attr_""imag""__coeff_49",value__ratio_beyond_r_sigma__r_6
307,value__ar_coefficient__coeff_6__k_10,"value__fft_coefficient__attr_""imag""__coeff_24"
308,"value__fft_coefficient__attr_""abs""__coeff_69","value__fft_coefficient__attr_""angle""__coeff_80"
309,value__binned_entropy__max_bins_10,"value__fft_coefficient__attr_""imag""__coeff_13"
310,"value__change_quantiles__f_agg_""mean""__isabs_False__qh_1.0__ql_0.8","value__fft_coefficient__attr_""real""__coeff_28"
311,"value__fft_coefficient__attr_""angle""__coeff_28","value__fft_coefficient__attr_""abs""__coeff_9"
312,"value__agg_linear_trend__attr_""rvalue""__chunk_len_50__f_agg_""max""","value__fft_coefficient__attr_""abs""__coeff_38"
313,"value__fft_coefficient__attr_""abs""__coeff_92","value__fft_coefficient__attr_""real""__coeff_64"
314,"value__fft_coefficient__attr_""real""__coeff_58","value__fft_coefficient__attr_""imag""__coeff_46"
315,"value__fft_coefficient__attr_""abs""__coeff_46","value__change_quantiles__f_agg_""mean""__isabs_False__qh_1.0__ql_0.0"
316,"value__fft_coefficient__attr_""real""__coeff_6","value__fft_coefficient__attr_""imag""__coeff_91"
317,"value__fft_coefficient__attr_""angle""__coeff_53","value__fft_coefficient__attr_""real""__coeff_79"
318,"value__fft_coefficient__attr_""real""__coeff_22","value__fft_coefficient__attr_""angle""__coeff_22"
319,value__sample_entropy,"value__fft_coefficient__attr_""real""__coeff_78"
320,"value__fft_coefficient__attr_""abs""__coeff_55","value__fft_coefficient__attr_""real""__coeff_53"
321,value__spkt_welch_density__coeff_8,"value__fft_coefficient__attr_""imag""__coeff_98"
322,"value__fft_coefficient__attr_""imag""__coeff_68",value__spkt_welch_density__coeff_8
323,"value__fft_coefficient__attr_""angle""__coeff_30","value__agg_linear_trend__attr_""slope""__chunk_len_50__f_agg_""mean"""
324,"value__fft_coefficient__attr_""abs""__coeff_53","value__fft_coefficient__attr_""real""__coeff_32"
325,"value__augmented_dickey_fuller__attr_""pvalue""__autolag_""AIC""","value__fft_coefficient__attr_""real""__coeff_39"
326,"value__fft_coefficient__attr_""imag""__coeff_88",value__partial_autocorrelation__lag_8
327,"value__change_quantiles__f_agg_""mean""__isabs_False__qh_0.8__ql_0.0","value__fft_coefficient__attr_""real""__coeff_6"
328,"value__fft_coefficient__attr_""imag""__coeff_38","value__agg_linear_trend__attr_""rvalue""__chunk_len_5__f_agg_""mean"""
329,"value__fft_coefficient__attr_""abs""__coeff_6","value__fft_coefficient__attr_""real""__coeff_52"
330,value__partial_autocorrelation__lag_2,value__ar_coefficient__coeff_7__k_10
331,value__longest_strike_above_mean,"value__change_quantiles__f_agg_""var""__isabs_True__qh_0.6__ql_0.2"
332,"value__agg_linear_trend__attr_""rvalue""__chunk_len_50__f_agg_""mean""",value__number_peaks__n_1
333,"value__fft_coefficient__attr_""abs""__coeff_7","value__fft_coefficient__attr_""abs""__coeff_26"
334,"value__fft_coefficient__attr_""angle""__coeff_21","value__fft_coefficient__attr_""real""__coeff_98"
335,"value__fft_coefficient__attr_""imag""__coeff_45","value__change_quantiles__f_agg_""mean""__isabs_False__qh_0.8__ql_0.0"
336,"value__fft_coefficient__attr_""imag""__coeff_56","value__fft_coefficient__attr_""abs""__coeff_92"
337,"value__cwt_coefficients__coeff_13__w_2__widths_(2, 5, 10, 20)","value__fft_coefficient__attr_""real""__coeff_43"
338,"value__fft_coefficient__attr_""abs""__coeff_72","value__fft_coefficient__attr_""real""__coeff_36"
339,"value__fft_coefficient__attr_""real""__coeff_24","value__fft_coefficient__attr_""real""__coeff_73"
340,"value__fft_coefficient__attr_""angle""__coeff_17","value__fft_coefficient__attr_""angle""__coeff_93"
341,value__friedrich_coefficients__coeff_2__m_3__r_30,"value__fft_coefficient__attr_""imag""__coeff_81"
342,"value__change_quantiles__f_agg_""mean""__isabs_True__qh_0.4__ql_0.0","value__fft_coefficient__attr_""abs""__coeff_27"
343,"value__fft_coefficient__attr_""imag""__coeff_69","value__fft_coefficient__attr_""abs""__coeff_10"
344,"value__agg_linear_trend__attr_""rvalue""__chunk_len_10__f_agg_""mean""",value__symmetry_looking__r_0.1
345,"value__fft_coefficient__attr_""abs""__coeff_25","value__fft_coefficient__attr_""imag""__coeff_73"
346,"value__fft_coefficient__attr_""angle""__coeff_64","value__fft_coefficient__attr_""imag""__coeff_68"
347,value__cid_ce__normalize_True,"value__change_quantiles__f_agg_""mean""__isabs_True__qh_0.6__ql_0.4"
348,"value__fft_coefficient__attr_""real""__coeff_68","value__fft_coefficient__attr_""real""__coeff_81"
349,value__large_standard_deviation__r_0.35000000000000003,"value__fft_coefficient__attr_""abs""__coeff_28"
350,"value__fft_coefficient__attr_""abs""__coeff_5","value__fft_coefficient__attr_""imag""__coeff_69"
351,"value__change_quantiles__f_agg_""mean""__isabs_True__qh_0.8__ql_0.6","value__fft_coefficient__attr_""abs""__coeff_71"
352,"value__fft_coefficient__attr_""angle""__coeff_90","value__fft_coefficient__attr_""real""__coeff_37"
353,"value__fft_coefficient__attr_""abs""__coeff_30","value__fft_coefficient__attr_""angle""__coeff_45"
354,value__benford_correlation,"value__fft_coefficient__attr_""real""__coeff_30"
355,"value__fft_coefficient__attr_""real""__coeff_33","value__fft_coefficient__attr_""real""__coeff_85"
356,"value__fft_coefficient__attr_""imag""__coeff_81","value__fft_coefficient__attr_""real""__coeff_93"
357,"value__fft_coefficient__attr_""abs""__coeff_60",value__lempel_ziv_complexity__bins_10
358,"value__fft_coefficient__attr_""angle""__coeff_37","value__fft_coefficient__attr_""real""__coeff_59"
359,"value__fft_coefficient__attr_""real""__coeff_42","value__fft_coefficient__attr_""angle""__coeff_85"
360,"value__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.6","value__fft_coefficient__attr_""imag""__coeff_99"
361,"value__fft_aggregated__aggtype_""kurtosis""","value__fft_coefficient__attr_""abs""__coeff_62"
362,"value__fft_coefficient__attr_""angle""__coeff_26","value__fft_coefficient__attr_""imag""__coeff_65"
363,"value__fft_coefficient__attr_""imag""__coeff_73","value__fft_coefficient__attr_""abs""__coeff_45"
364,"value__fft_coefficient__attr_""abs""__coeff_61","value__fft_coefficient__attr_""abs""__coeff_58"
365,"value__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.8","value__fft_coefficient__attr_""abs""__coeff_69"
366,"value__fft_coefficient__attr_""angle""__coeff_48","value__fft_coefficient__attr_""imag""__coeff_47"
367,"value__fft_coefficient__attr_""imag""__coeff_65","value__fft_coefficient__attr_""angle""__coeff_18"
368,"value__agg_linear_trend__attr_""slope""__chunk_len_10__f_agg_""max""","value__fft_coefficient__attr_""real""__coeff_75"
369,"value__agg_linear_trend__attr_""rvalue""__chunk_len_10__f_agg_""var""","value__change_quantiles__f_agg_""mean""__isabs_False__qh_0.6__ql_0.4"
370,"value__fft_coefficient__attr_""abs""__coeff_83","value__fft_coefficient__attr_""imag""__coeff_86"
371,value__autocorrelation__lag_9,"value__change_quantiles__f_agg_""var""__isabs_True__qh_0.2__ql_0.0"
372,"value__fft_coefficient__attr_""angle""__coeff_60","value__fft_coefficient__attr_""angle""__coeff_62"
373,"value__fft_coefficient__attr_""abs""__coeff_33","value__fft_coefficient__attr_""real""__coeff_77"
374,"value__fft_coefficient__attr_""real""__coeff_27","value__fft_coefficient__attr_""imag""__coeff_49"
375,"value__fft_coefficient__attr_""abs""__coeff_50","value__fft_coefficient__attr_""abs""__coeff_72"
376,value__first_location_of_maximum,"value__fft_coefficient__attr_""real""__coeff_69"
377,"value__fft_coefficient__attr_""abs""__coeff_40","value__fft_coefficient__attr_""imag""__coeff_14"
378,value__sum_of_reoccurring_values,"value__fft_coefficient__attr_""imag""__coeff_41"
379,"value__fft_coefficient__attr_""imag""__coeff_98","value__fft_coefficient__attr_""imag""__coeff_28"
380,"value__fft_coefficient__attr_""angle""__coeff_88","value__fft_coefficient__attr_""angle""__coeff_66"
381,value__approximate_entropy__m_2__r_0.9,"value__change_quantiles__f_agg_""var""__isabs_True__qh_0.4__ql_0.2"
382,"value__fft_coefficient__attr_""angle""__coeff_43","value__fft_coefficient__attr_""imag""__coeff_75"
383,value__range_count__max_1__min_-1,value__index_mass_quantile__q_0.3
384,value__autocorrelation__lag_0,value__abs_energy
385,value__lempel_ziv_complexity__bins_2,"value__fft_coefficient__attr_""abs""__coeff_98"
386,"value__fft_coefficient__attr_""imag""__coeff_91","value__agg_linear_trend__attr_""slope""__chunk_len_5__f_agg_""var"""
387,"value__fft_coefficient__attr_""angle""__coeff_50","value__fft_coefficient__attr_""imag""__coeff_56"
388,value__number_crossing_m__m_-1,"value__change_quantiles__f_agg_""mean""__isabs_False__qh_0.8__ql_0.4"
389,value__number_crossing_m__m_1,"value__fft_coefficient__attr_""angle""__coeff_6"
390,"value__fft_coefficient__attr_""angle""__coeff_11","value__fft_coefficient__attr_""abs""__coeff_83"
391,"value__fft_coefficient__attr_""real""__coeff_87","value__fft_coefficient__attr_""angle""__coeff_42"
392,"value__fft_coefficient__attr_""abs""__coeff_32","value__fft_coefficient__attr_""real""__coeff_99"
393,value__fourier_entropy__bins_2,"value__fft_coefficient__attr_""angle""__coeff_44"
394,"value__fft_coefficient__attr_""angle""__coeff_89","value__fft_coefficient__attr_""angle""__coeff_32"
395,"value__fft_coefficient__attr_""abs""__coeff_19",value__number_crossing_m__m_1
396,"value__fft_coefficient__attr_""angle""__coeff_6","value__fft_coefficient__attr_""abs""__coeff_36"
397,"value__fft_coefficient__attr_""imag""__coeff_75",value__number_cwt_peaks__n_1
398,"value__cwt_coefficients__coeff_0__w_2__widths_(2, 5, 10, 20)",value__ar_coefficient__coeff_2__k_10
399,"value__fft_coefficient__attr_""angle""__coeff_95","value__fft_coefficient__attr_""imag""__coeff_4"
400,"value__fft_coefficient__attr_""angle""__coeff_96",value__ar_coefficient__coeff_9__k_10
401,"value__fft_coefficient__attr_""real""__coeff_19","value__agg_linear_trend__attr_""rvalue""__chunk_len_5__f_agg_""var"""
402,"value__fft_coefficient__attr_""real""__coeff_83","value__change_quantiles__f_agg_""mean""__isabs_False__qh_0.8__ql_0.6"
403,"value__fft_coefficient__attr_""angle""__coeff_77","value__fft_coefficient__attr_""abs""__coeff_55"
404,value__large_standard_deviation__r_0.2,"value__fft_coefficient__attr_""imag""__coeff_45"
405,"value__fft_aggregated__aggtype_""variance""","value__fft_coefficient__attr_""angle""__coeff_34"
406,"value__fft_coefficient__attr_""angle""__coeff_71","value__change_quantiles__f_agg_""mean""__isabs_False__qh_0.6__ql_0.2"
407,"value__fft_coefficient__attr_""imag""__coeff_62",value__approximate_entropy__m_2__r_0.7
408,"value__fft_coefficient__attr_""abs""__coeff_98","value__fft_coefficient__attr_""imag""__coeff_38"
409,"value__cwt_coefficients__coeff_12__w_2__widths_(2, 5, 10, 20)","value__fft_coefficient__attr_""angle""__coeff_15"
410,"value__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.2","value__fft_coefficient__attr_""real""__coeff_56"
411,"value__agg_linear_trend__attr_""slope""__chunk_len_5__f_agg_""var""","value__fft_coefficient__attr_""imag""__coeff_94"
412,"value__fft_coefficient__attr_""angle""__coeff_33","value__fft_coefficient__attr_""imag""__coeff_21"
413,value__ratio_value_number_to_time_series_length,"value__fft_coefficient__attr_""abs""__coeff_21"
414,value__ratio_beyond_r_sigma__r_1.5,value__fourier_entropy__bins_2
415,"value__fft_coefficient__attr_""abs""__coeff_64","value__fft_coefficient__attr_""abs""__coeff_60"
416,"value__fft_coefficient__attr_""real""__coeff_55","value__fft_coefficient__attr_""abs""__coeff_61"
417,value__number_peaks__n_5,"value__fft_coefficient__attr_""imag""__coeff_12"
418,"value__fft_coefficient__attr_""abs""__coeff_47","value__fft_coefficient__attr_""imag""__coeff_62"
419,"value__fft_coefficient__attr_""angle""__coeff_59","value__fft_coefficient__attr_""abs""__coeff_53"
420,value__approximate_entropy__m_2__r_0.5,"value__fft_coefficient__attr_""angle""__coeff_29"
421,"value__fft_coefficient__attr_""abs""__coeff_94","value__fft_coefficient__attr_""angle""__coeff_13"
422,"value__fft_coefficient__attr_""angle""__coeff_18",value__index_mass_quantile__q_0.8
423,"value__fft_coefficient__attr_""angle""__coeff_40","value__fft_coefficient__attr_""angle""__coeff_23"
424,"value__fft_coefficient__attr_""imag""__coeff_86","value__fft_coefficient__attr_""abs""__coeff_46"
425,value__partial_autocorrelation__lag_3,value__time_reversal_asymmetry_statistic__lag_2
426,"value__cwt_coefficients__coeff_11__w_2__widths_(2, 5, 10, 20)","value__fft_coefficient__attr_""imag""__coeff_70"
427,value__partial_autocorrelation__lag_8,"value__fft_coefficient__attr_""abs""__coeff_18"
428,"value__fft_coefficient__attr_""angle""__coeff_3","value__fft_coefficient__attr_""imag""__coeff_92"
429,value__time_reversal_asymmetry_statistic__lag_1,value__first_location_of_minimum
430,"value__fft_coefficient__attr_""angle""__coeff_93","value__fft_coefficient__attr_""abs""__coeff_94"
431,"value__cwt_coefficients__coeff_10__w_2__widths_(2, 5, 10, 20)","value__fft_coefficient__attr_""angle""__coeff_36"
432,"value__fft_coefficient__attr_""abs""__coeff_82","value__fft_coefficient__attr_""abs""__coeff_50"
433,"value__fft_coefficient__attr_""real""__coeff_70","value__fft_coefficient__attr_""angle""__coeff_51"
434,"value__fft_coefficient__attr_""imag""__coeff_33",value__spkt_welch_density__coeff_5
435,"value__change_quantiles__f_agg_""var""__isabs_True__qh_0.6__ql_0.0","value__fft_coefficient__attr_""imag""__coeff_72"
436,"value__cwt_coefficients__coeff_9__w_2__widths_(2, 5, 10, 20)","value__fft_coefficient__attr_""angle""__coeff_16"
437,"value__change_quantiles__f_agg_""mean""__isabs_False__qh_0.2__ql_0.0",value__large_standard_deviation__r_0.1
438,value__index_mass_quantile__q_0.4,value__partial_autocorrelation__lag_5
439,"value__fft_coefficient__attr_""angle""__coeff_15","value__fft_coefficient__attr_""imag""__coeff_96"
440,"value__fft_coefficient__attr_""real""__coeff_71","value__fft_coefficient__attr_""angle""__coeff_12"
441,value__number_crossing_m__m_0,"value__fft_coefficient__attr_""abs""__coeff_11"
442,"value__fft_coefficient__attr_""abs""__coeff_17","value__fft_coefficient__attr_""imag""__coeff_85"
443,"value__fft_coefficient__attr_""imag""__coeff_19","value__fft_coefficient__attr_""abs""__coeff_90"
444,"value__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.4","value__fft_coefficient__attr_""angle""__coeff_79"
445,"value__fft_coefficient__attr_""real""__coeff_66","value__fft_coefficient__attr_""angle""__coeff_82"
446,"value__fft_coefficient__attr_""abs""__coeff_0","value__fft_coefficient__attr_""abs""__coeff_64"
447,"value__fft_coefficient__attr_""abs""__coeff_65",value__index_mass_quantile__q_0.2
448,"value__cwt_coefficients__coeff_8__w_2__widths_(2, 5, 10, 20)","value__fft_coefficient__attr_""abs""__coeff_82"
449,"value__agg_linear_trend__attr_""rvalue""__chunk_len_5__f_agg_""max""",value__sum_of_reoccurring_values
450,"value__fft_coefficient__attr_""angle""__coeff_86","value__fft_coefficient__attr_""angle""__coeff_49"
451,"value__change_quantiles__f_agg_""var""__isabs_False__qh_0.4__ql_0.0","value__fft_coefficient__attr_""abs""__coeff_5"
452,"value__change_quantiles__f_agg_""mean""__isabs_False__qh_0.4__ql_0.2","value__fft_coefficient__attr_""abs""__coeff_7"
453,"value__fft_coefficient__attr_""abs""__coeff_20","value__fft_coefficient__attr_""abs""__coeff_6"
454,value__root_mean_square,value__lempel_ziv_complexity__bins_100
455,"value__fft_coefficient__attr_""real""__coeff_91","value__fft_coefficient__attr_""angle""__coeff_1"
456,"value__fft_coefficient__attr_""real""__coeff_89","value__fft_coefficient__attr_""imag""__coeff_95"
457,"value__fft_coefficient__attr_""angle""__coeff_22","value__fft_coefficient__attr_""abs""__coeff_65"
458,"value__fft_coefficient__attr_""imag""__coeff_70",value__percentage_of_reoccurring_datapoints_to_all_datapoints
459,value__number_cwt_peaks__n_5,"value__augmented_dickey_fuller__attr_""pvalue""__autolag_""AIC"""
460,value__abs_energy,"value__fft_coefficient__attr_""abs""__coeff_40"
461,value__ar_coefficient__coeff_4__k_10,"value__fft_coefficient__attr_""abs""__coeff_25"
462,value__skewness,"value__fft_coefficient__attr_""angle""__coeff_3"
463,value__ar_coefficient__coeff_1__k_10,"value__agg_linear_trend__attr_""rvalue""__chunk_len_10__f_agg_""min"""
464,value__large_standard_deviation__r_0.1,"value__fft_coefficient__attr_""abs""__coeff_33"
465,"value__fft_coefficient__attr_""imag""__coeff_57","value__fft_coefficient__attr_""abs""__coeff_30"
466,"value__change_quantiles__f_agg_""mean""__isabs_True__qh_0.8__ql_0.2",value__number_peaks__n_5
467,"value__fft_coefficient__attr_""imag""__coeff_53","value__fft_coefficient__attr_""angle""__coeff_52"
468,"value__agg_linear_trend__attr_""slope""__chunk_len_10__f_agg_""var""","value__fft_coefficient__attr_""imag""__coeff_57"
469,value__autocorrelation__lag_1,value__mean_abs_change
470,value__c3__lag_3,"value__fft_coefficient__attr_""angle""__coeff_31"
471,"value__fft_coefficient__attr_""imag""__coeff_58","value__fft_coefficient__attr_""imag""__coeff_58"
472,"value__fft_coefficient__attr_""abs""__coeff_90",value__energy_ratio_by_chunks__num_segments_10__segment_focus_4
473,"value__fft_coefficient__attr_""angle""__coeff_13","value__agg_linear_trend__attr_""slope""__chunk_len_10__f_agg_""max"""
474,value__partial_autocorrelation__lag_1,value__count_below_mean
475,value__last_location_of_maximum,"value__fft_coefficient__attr_""imag""__coeff_53"
476,value__c3__lag_2,"value__fft_coefficient__attr_""imag""__coeff_89"
477,"value__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.4","value__cwt_coefficients__coeff_10__w_2__widths_(2, 5, 10, 20)"
478,"value__fft_coefficient__attr_""real""__coeff_74","value__cwt_coefficients__coeff_0__w_5__widths_(2, 5, 10, 20)"
479,value__c3__lag_1,value__autocorrelation__lag_2
480,"value__fft_coefficient__attr_""imag""__coeff_94","value__fft_coefficient__attr_""abs""__coeff_47"
481,"value__fft_coefficient__attr_""angle""__coeff_29","value__fft_coefficient__attr_""abs""__coeff_32"
482,"value__fft_coefficient__attr_""real""__coeff_29","value__fft_coefficient__attr_""imag""__coeff_61"
483,"value__fft_coefficient__attr_""imag""__coeff_44","value__fft_coefficient__attr_""imag""__coeff_64"
484,"value__fft_coefficient__attr_""imag""__coeff_99","value__fft_coefficient__attr_""abs""__coeff_19"
485,value__absolute_maximum,"value__fft_coefficient__attr_""imag""__coeff_77"
486,value__number_cwt_peaks__n_1,"value__fft_coefficient__attr_""angle""__coeff_24"
487,value__autocorrelation__lag_5,value__energy_ratio_by_chunks__num_segments_10__segment_focus_7
488,"value__fft_coefficient__attr_""imag""__coeff_72","value__fft_coefficient__attr_""imag""__coeff_33"
489,value__ar_coefficient__coeff_0__k_10,"value__change_quantiles__f_agg_""var""__isabs_False__qh_0.8__ql_0.4"
490,"value__fft_coefficient__attr_""real""__coeff_23","value__fft_coefficient__attr_""imag""__coeff_80"
491,value__mean_n_absolute_max__number_of_maxima_7,"value__fft_coefficient__attr_""abs""__coeff_74"
492,"value__change_quantiles__f_agg_""mean""__isabs_False__qh_0.8__ql_0.4",value__ratio_value_number_to_time_series_length
493,"value__fft_coefficient__attr_""real""__coeff_49",value__binned_entropy__max_bins_10
494,"value__fft_coefficient__attr_""abs""__coeff_74",value__autocorrelation__lag_4
495,"value__cwt_coefficients__coeff_0__w_5__widths_(2, 5, 10, 20)","value__fft_coefficient__attr_""imag""__coeff_63"
496,"value__fft_coefficient__attr_""imag""__coeff_5","value__change_quantiles__f_agg_""var""__isabs_False__qh_0.6__ql_0.4"
497,"value__fft_coefficient__attr_""real""__coeff_51","value__fft_coefficient__attr_""imag""__coeff_44"
498,value__energy_ratio_by_chunks__num_segments_10__segment_focus_9,"value__change_quantiles__f_agg_""mean""__isabs_True__qh_0.6__ql_0.2"
499,"value__fft_coefficient__attr_""real""__coeff_11","value__fft_coefficient__attr_""imag""__coeff_19"
500,"value__fft_coefficient__attr_""real""__coeff_45","value__fft_coefficient__attr_""angle""__coeff_4"
501,"value__fft_coefficient__attr_""real""__coeff_76",value__longest_strike_above_mean
502,value__autocorrelation__lag_6,"value__fft_coefficient__attr_""abs""__coeff_78"
503,value__symmetry_looking__r_0.1,"value__cwt_coefficients__coeff_2__w_20__widths_(2, 5, 10, 20)"
504,"value__fft_coefficient__attr_""angle""__coeff_81",value__index_mass_quantile__q_0.4
505,value__symmetry_looking__r_0.15000000000000002,value__large_standard_deviation__r_0.25
506,value__partial_autocorrelation__lag_5,"value__agg_linear_trend__attr_""intercept""__chunk_len_10__f_agg_""var"""
507,value__minimum,"value__change_quantiles__f_agg_""mean""__isabs_True__qh_0.8__ql_0.6"
508,"value__fft_coefficient__attr_""real""__coeff_60","value__fft_coefficient__attr_""imag""__coeff_71"
509,value__partial_autocorrelation__lag_7,value__approximate_entropy__m_2__r_0.3
510,value__quantile__q_0.1,"value__fft_coefficient__attr_""abs""__coeff_17"
511,"value__fft_coefficient__attr_""angle""__coeff_23",value__number_peaks__n_50
512,"value__agg_linear_trend__attr_""intercept""__chunk_len_50__f_agg_""min""","value__fft_coefficient__attr_""abs""__coeff_67"
513,"value__fft_coefficient__attr_""abs""__coeff_8","value__fft_coefficient__attr_""angle""__coeff_2"
514,"value__agg_linear_trend__attr_""intercept""__chunk_len_10__f_agg_""min""","value__change_quantiles__f_agg_""mean""__isabs_False__qh_0.4__ql_0.0"
515,"value__fft_coefficient__attr_""real""__coeff_92","value__agg_linear_trend__attr_""rvalue""__chunk_len_50__f_agg_""max"""
516,value__quantile__q_0.2,"value__agg_linear_trend__attr_""rvalue""__chunk_len_5__f_agg_""min"""
517,"value__fft_coefficient__attr_""real""__coeff_82","value__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.0"
518,value__sum_of_reoccurring_data_points,"value__fft_coefficient__attr_""imag""__coeff_5"
519,"value__fft_coefficient__attr_""angle""__coeff_4","value__agg_linear_trend__attr_""rvalue""__chunk_len_50__f_agg_""min"""
520,"value__agg_linear_trend__attr_""intercept""__chunk_len_5__f_agg_""min""","value__fft_coefficient__attr_""abs""__coeff_84"
521,"value__fft_coefficient__attr_""real""__coeff_26","value__fft_coefficient__attr_""abs""__coeff_20"
522,"value__fft_coefficient__attr_""angle""__coeff_73","value__fft_coefficient__attr_""imag""__coeff_42"
523,value__energy_ratio_by_chunks__num_segments_10__segment_focus_8,"value__fft_coefficient__attr_""abs""__coeff_96"
524,"value__agg_linear_trend__attr_""intercept""__chunk_len_50__f_agg_""mean""",value__partial_autocorrelation__lag_3
525,"value__agg_linear_trend__attr_""intercept""__chunk_len_10__f_agg_""mean""","value__fft_coefficient__attr_""abs""__coeff_99"
526,value__ar_coefficient__coeff_2__k_10,"value__fft_coefficient__attr_""abs""__coeff_75"
527,"value__fft_coefficient__attr_""real""__coeff_63",value__partial_autocorrelation__lag_7
