source,approach,n_features,split,accuracy,f1_score
univariate_ranked_features,mutual_info,75,val,0.6283783783783784,0.6283614116787655
univariate_ranked_features,mutual_info,75,test,0.6029411764705882,0.5986885245901639
univariate_ranked_features,mutual_info,76,train,1.0,1.0
univariate_ranked_features,mutual_info,76,val,0.6554054054054054,0.6550116550116549
univariate_ranked_features,mutual_info,76,test,0.6176470588235294,0.6146469049694856
univariate_ranked_features,mutual_info,77,train,1.0,1.0
univariate_ranked_features,mutual_info,77,val,0.6486486486486487,0.6486486486486487
univariate_ranked_features,mutual_info,77,test,0.625,0.620382026161677
univariate_ranked_features,mutual_info,78,train,1.0,1.0
univariate_ranked_features,mutual_info,78,val,0.6216216216216216,0.6216216216216216
univariate_ranked_features,mutual_info,78,test,0.6544117647058824,0.6512249686255251
univariate_ranked_features,mutual_info,79,train,1.0,1.0
univariate_ranked_features,mutual_info,79,val,0.6554054054054054,0.6552637588490523
univariate_ranked_features,mutual_info,79,test,0.625,0.6190476190476191
univariate_ranked_features,mutual_info,80,train,1.0,1.0
univariate_ranked_features,mutual_info,80,val,0.6554054054054054,0.6552637588490523
univariate_ranked_features,mutual_info,80,test,0.6176470588235294,0.612280701754386
univariate_ranked_features,mutual_info,81,train,1.0,1.0
univariate_ranked_features,mutual_info,81,val,0.6554054054054054,0.6550116550116549
univariate_ranked_features,mutual_info,81,test,0.625,0.6175351530190241
univariate_ranked_features,mutual_info,82,train,1.0,1.0
univariate_ranked_features,mutual_info,82,val,0.6283783783783784,0.6283614116787655
univariate_ranked_features,mutual_info,82,test,0.625,0.620382026161677
univariate_ranked_features,mutual_info,83,train,1.0,1.0
univariate_ranked_features,mutual_info,83,val,0.6216216216216216,0.6213450292397661
univariate_ranked_features,mutual_info,83,test,0.5882352941176471,0.5850043591979075
univariate_ranked_features,mutual_info,84,train,1.0,1.0
univariate_ranked_features,mutual_info,84,val,0.6148648648648649,0.6148472811943569
univariate_ranked_features,mutual_info,84,test,0.5882352941176471,0.5850043591979075
univariate_ranked_features,mutual_info,85,train,1.0,1.0
univariate_ranked_features,mutual_info,85,val,0.6081081081081081,0.6081081081081081
univariate_ranked_features,mutual_info,85,test,0.5808823529411765,0.5725392886683209
univariate_ranked_features,mutual_info,86,train,1.0,1.0
univariate_ranked_features,mutual_info,86,val,0.6081081081081081,0.6080365296803653
univariate_ranked_features,mutual_info,86,test,0.5808823529411765,0.5742296918767507
univariate_ranked_features,mutual_info,87,train,1.0,1.0
univariate_ranked_features,mutual_info,87,val,0.6081081081081081,0.6078216374269005
univariate_ranked_features,mutual_info,87,test,0.5882352941176471,0.5850043591979075
univariate_ranked_features,mutual_info,88,train,1.0,1.0
univariate_ranked_features,mutual_info,88,val,0.6283783783783784,0.6282256222881937
univariate_ranked_features,mutual_info,88,test,0.6029411764705882,0.5986885245901639
univariate_ranked_features,mutual_info,89,train,1.0,1.0
univariate_ranked_features,mutual_info,89,val,0.6283783783783784,0.6283614116787655
univariate_ranked_features,mutual_info,89,test,0.5955882352941176,0.5906080674292595
univariate_ranked_features,mutual_info,90,train,1.0,1.0
univariate_ranked_features,mutual_info,90,val,0.6283783783783784,0.6282256222881937
univariate_ranked_features,mutual_info,90,test,0.5955882352941176,0.5918590058383806
univariate_ranked_features,mutual_info,91,train,1.0,1.0
univariate_ranked_features,mutual_info,91,val,0.6351351351351351,0.6350684931506849
univariate_ranked_features,mutual_info,91,test,0.6470588235294118,0.6407660136473696
univariate_ranked_features,mutual_info,92,train,1.0,1.0
univariate_ranked_features,mutual_info,92,val,0.6351351351351351,0.6350684931506849
univariate_ranked_features,mutual_info,92,test,0.6176470588235294,0.6108298481179837
univariate_ranked_features,mutual_info,93,train,1.0,1.0
univariate_ranked_features,mutual_info,93,val,0.6216216216216216,0.6213450292397661
univariate_ranked_features,mutual_info,93,test,0.6029411764705882,0.5973684210526315
univariate_ranked_features,mutual_info,94,train,1.0,1.0
univariate_ranked_features,mutual_info,94,val,0.6283783783783784,0.6275451841683826
univariate_ranked_features,mutual_info,94,test,0.5955882352941176,0.5918590058383806
univariate_ranked_features,mutual_info,95,train,1.0,1.0
univariate_ranked_features,mutual_info,95,val,0.6486486486486487,0.6485844748858447
univariate_ranked_features,mutual_info,95,test,0.6397058823529411,0.6339869281045751
univariate_ranked_features,mutual_info,96,train,1.0,1.0
univariate_ranked_features,mutual_info,96,val,0.6283783783783784,0.6279537456008044
univariate_ranked_features,mutual_info,96,test,0.5955882352941176,0.5906080674292595
univariate_ranked_features,mutual_info,97,train,1.0,1.0
univariate_ranked_features,mutual_info,97,val,0.6148648648648649,0.6148472811943569
univariate_ranked_features,mutual_info,97,test,0.6102941176470589,0.6025365315687896
univariate_ranked_features,mutual_info,98,train,1.0,1.0
univariate_ranked_features,mutual_info,98,val,0.6351351351351351,0.6350684931506849
univariate_ranked_features,mutual_info,98,test,0.6323529411764706,0.6242263483642794
univariate_ranked_features,mutual_info,99,train,1.0,1.0
univariate_ranked_features,mutual_info,99,val,0.6621621621621622,0.6619152046783625
univariate_ranked_features,mutual_info,99,test,0.5808823529411765,0.5781224489795919
univariate_ranked_features,mutual_info,100,train,1.0,1.0
univariate_ranked_features,mutual_info,100,val,0.6148648648648649,0.6148472811943569
univariate_ranked_features,mutual_info,100,test,0.625,0.6190476190476191
univariate_ranked_features,mutual_info,101,train,1.0,1.0
univariate_ranked_features,mutual_info,101,val,0.6148648648648649,0.6147065540077643
univariate_ranked_features,mutual_info,101,test,0.625,0.620382026161677
univariate_ranked_features,mutual_info,102,train,1.0,1.0
univariate_ranked_features,mutual_info,102,val,0.6283783783783784,0.6282256222881937
univariate_ranked_features,mutual_info,102,test,0.6102941176470589,0.6067004965351667
univariate_ranked_features,mutual_info,103,train,1.0,1.0
univariate_ranked_features,mutual_info,103,val,0.6148648648648649,0.6147065540077643
univariate_ranked_features,mutual_info,103,test,0.6176470588235294,0.612280701754386
univariate_ranked_features,mutual_info,104,train,1.0,1.0
univariate_ranked_features,mutual_info,104,val,0.6216216216216216,0.6213450292397661
univariate_ranked_features,mutual_info,104,test,0.5955882352941176,0.5929251700680273
univariate_ranked_features,mutual_info,105,train,1.0,1.0
univariate_ranked_features,mutual_info,105,val,0.6216216216216216,0.6215525114155251
univariate_ranked_features,mutual_info,105,test,0.6029411764705882,0.5941644562334217
univariate_ranked_features,mutual_info,106,train,1.0,1.0
univariate_ranked_features,mutual_info,106,val,0.6283783783783784,0.6283614116787655
univariate_ranked_features,mutual_info,106,test,0.6323529411764706,0.6257979308826767
univariate_ranked_features,mutual_info,107,train,1.0,1.0
univariate_ranked_features,mutual_info,107,val,0.6486486486486487,0.6485844748858447
univariate_ranked_features,mutual_info,107,test,0.6323529411764706,0.6303544248749728
univariate_ranked_features,mutual_info,108,train,1.0,1.0
univariate_ranked_features,mutual_info,108,val,0.6351351351351351,0.6350684931506849
univariate_ranked_features,mutual_info,108,test,0.5955882352941176,0.5891690009337067
univariate_ranked_features,mutual_info,109,train,1.0,1.0
univariate_ranked_features,mutual_info,109,val,0.6283783783783784,0.6283614116787655
univariate_ranked_features,mutual_info,109,test,0.625,0.6190476190476191
univariate_ranked_features,mutual_info,110,train,1.0,1.0
univariate_ranked_features,mutual_info,110,val,0.6216216216216216,0.6215525114155251
univariate_ranked_features,mutual_info,110,test,0.6102941176470589,0.604108309990663
univariate_ranked_features,mutual_info,111,train,1.0,1.0
univariate_ranked_features,mutual_info,111,val,0.6554054054054054,0.6553896726475825
univariate_ranked_features,mutual_info,111,test,0.6397058823529411,0.6363834779287391
univariate_ranked_features,mutual_info,112,train,1.0,1.0
univariate_ranked_features,mutual_info,112,val,0.6283783783783784,0.6283614116787655
univariate_ranked_features,mutual_info,112,test,0.6102941176470589,0.6007754084741068
univariate_ranked_features,mutual_info,113,train,1.0,1.0
univariate_ranked_features,mutual_info,113,val,0.6351351351351351,0.6350684931506849
univariate_ranked_features,mutual_info,113,test,0.5955882352941176,0.5891690009337067
univariate_ranked_features,mutual_info,114,train,1.0,1.0
univariate_ranked_features,mutual_info,114,val,0.6283783783783784,0.6283614116787655
univariate_ranked_features,mutual_info,114,test,0.6176470588235294,0.6108298481179837
univariate_ranked_features,mutual_info,115,train,1.0,1.0
univariate_ranked_features,mutual_info,115,val,0.6486486486486487,0.6485844748858447
univariate_ranked_features,mutual_info,115,test,0.6323529411764706,0.6242263483642794
univariate_ranked_features,mutual_info,116,train,1.0,1.0
univariate_ranked_features,mutual_info,116,val,0.6486486486486487,0.6486486486486487
univariate_ranked_features,mutual_info,116,test,0.5955882352941176,0.5857103295486015
univariate_ranked_features,mutual_info,117,train,1.0,1.0
univariate_ranked_features,mutual_info,117,val,0.668918918918919,0.668903803131991
univariate_ranked_features,mutual_info,117,test,0.6176470588235294,0.6091954022988506
univariate_ranked_features,mutual_info,118,train,1.0,1.0
univariate_ranked_features,mutual_info,118,val,0.6554054054054054,0.6550116550116549
univariate_ranked_features,mutual_info,118,test,0.6029411764705882,0.5922718187874749
univariate_ranked_features,mutual_info,119,train,1.0,1.0
univariate_ranked_features,mutual_info,119,val,0.6148648648648649,0.6147065540077643
univariate_ranked_features,mutual_info,119,test,0.6102941176470589,0.604108309990663
univariate_ranked_features,mutual_info,120,train,1.0,1.0
univariate_ranked_features,mutual_info,120,val,0.6621621621621622,0.6621621621621622
univariate_ranked_features,mutual_info,120,test,0.6176470588235294,0.6108298481179837
univariate_ranked_features,mutual_info,121,train,1.0,1.0
univariate_ranked_features,mutual_info,121,val,0.6216216216216216,0.6215525114155251
univariate_ranked_features,mutual_info,121,test,0.6397058823529411,0.6352690055278858
univariate_ranked_features,mutual_info,122,train,1.0,1.0
univariate_ranked_features,mutual_info,122,val,0.6621621621621622,0.6621004566210045
univariate_ranked_features,mutual_info,122,test,0.6323529411764706,0.6284153005464481
univariate_ranked_features,mutual_info,123,train,1.0,1.0
univariate_ranked_features,mutual_info,123,val,0.6554054054054054,0.6552637588490523
univariate_ranked_features,mutual_info,123,test,0.5955882352941176,0.5918590058383806
univariate_ranked_features,mutual_info,124,train,1.0,1.0
univariate_ranked_features,mutual_info,124,val,0.6351351351351351,0.6351351351351351
univariate_ranked_features,mutual_info,124,test,0.6176470588235294,0.612280701754386
univariate_ranked_features,mutual_info,125,train,1.0,1.0
univariate_ranked_features,mutual_info,125,val,0.6486486486486487,0.6480702396195355
univariate_ranked_features,mutual_info,125,test,0.625,0.620382026161677
univariate_ranked_features,mutual_info,126,train,1.0,1.0
univariate_ranked_features,mutual_info,126,val,0.6418918918918919,0.641744690568623
univariate_ranked_features,mutual_info,126,test,0.6102941176470589,0.6007754084741068
univariate_ranked_features,mutual_info,127,train,1.0,1.0
univariate_ranked_features,mutual_info,127,val,0.6351351351351351,0.6351351351351351
univariate_ranked_features,mutual_info,127,test,0.6397058823529411,0.6352690055278858
univariate_ranked_features,mutual_info,128,train,1.0,1.0
univariate_ranked_features,mutual_info,128,val,0.6418918918918919,0.6414827003062298
univariate_ranked_features,mutual_info,128,test,0.6323529411764706,0.6257979308826767
univariate_ranked_features,mutual_info,129,train,1.0,1.0
univariate_ranked_features,mutual_info,129,val,0.6081081081081081,0.6080365296803653
univariate_ranked_features,mutual_info,129,test,0.6102941176470589,0.6007754084741068
univariate_ranked_features,mutual_info,130,train,1.0,1.0
univariate_ranked_features,mutual_info,130,val,0.6418918918918919,0.641875542163174
univariate_ranked_features,mutual_info,130,test,0.6323529411764706,0.6284153005464481
univariate_ranked_features,mutual_info,131,train,1.0,1.0
univariate_ranked_features,mutual_info,131,val,0.6148648648648649,0.6148472811943569
univariate_ranked_features,mutual_info,131,test,0.6102941176470589,0.604108309990663
univariate_ranked_features,mutual_info,132,train,1.0,1.0
univariate_ranked_features,mutual_info,132,val,0.6148648648648649,0.6147065540077643
univariate_ranked_features,mutual_info,132,test,0.6397058823529411,0.6325337744692583
univariate_ranked_features,mutual_info,133,train,1.0,1.0
univariate_ranked_features,mutual_info,133,val,0.6283783783783784,0.6283614116787655
univariate_ranked_features,mutual_info,133,test,0.625,0.6175351530190241
univariate_ranked_features,mutual_info,134,train,1.0,1.0
univariate_ranked_features,mutual_info,134,val,0.6283783783783784,0.6283614116787655
univariate_ranked_features,mutual_info,134,test,0.6544117647058824,0.6489262371615312
univariate_ranked_features,mutual_info,135,train,1.0,1.0
univariate_ranked_features,mutual_info,135,val,0.6554054054054054,0.6553896726475825
univariate_ranked_features,mutual_info,135,test,0.6544117647058824,0.6459706452506231
univariate_ranked_features,mutual_info,136,train,1.0,1.0
