,precision,recall,f1-score,support
CO2_post,0.5972222222222222,0.5733333333333334,0.5850340136054422,75.0
N2_post,0.7659574468085106,0.6792452830188679,0.72,53.0
O3_post,0.5483870967741935,0.9444444444444444,0.6938775510204082,18.0
prestimulus,0.6901408450704225,0.6712328767123288,0.6805555555555556,146.0
accuracy,0.6643835616438356,0.6643835616438356,0.6643835616438356,0.6643835616438356
macro avg,0.6504269027188372,0.7170639843772436,0.6698667800453515,292.0
weighted avg,0.6712977481840237,0.6643835616438356,0.6640015686639953,292.0
test_accuracy,0.5154639175257731,0.5154639175257731,0.5154639175257731,388.0
train_accuracy,1.0,1.0,1.0,2324.0
