,precision,recall,f1-score,support
CO2_post,0.5245901639344263,0.43243243243243246,0.4740740740740741,74.0
N2_post,0.5694444444444444,0.6949152542372882,0.6259541984732825,59.0
O3_post,0.6333333333333333,0.76,0.6909090909090909,25.0
prestimulus,0.6470588235294118,0.6265822784810127,0.6366559485530546,158.0
accuracy,0.6044303797468354,0.6044303797468354,0.6044303797468354,0.6044303797468354
macro avg,0.5936066913104039,0.6284824912876833,0.6068983280023755,316.0
weighted avg,0.6028022841909815,0.6044303797468354,0.600877045365554,316.0
test_accuracy,0.582089552238806,0.582089552238806,0.582089552238806,268.0
train_accuracy,0.9614467408585056,0.9614467408585056,0.9614467408585056,2516.0
