,precision,recall,f1-score,support
N2_post,0.8,0.6111111111111112,0.6929133858267716,72.0
prestimulus,0.6853932584269663,0.8472222222222222,0.7577639751552795,72.0
accuracy,0.7291666666666666,0.7291666666666666,0.7291666666666666,0.7291666666666666
macro avg,0.7426966292134831,0.7291666666666667,0.7253386804910256,144.0
weighted avg,0.7426966292134831,0.7291666666666666,0.7253386804910256,144.0
test_accuracy,0.7291666666666666,0.7291666666666666,0.7291666666666666,144.0
train_accuracy,1.0,1.0,1.0,424.0
