,precision,recall,f1-score,support
CO2_post,0.5319148936170213,0.33783783783783783,0.4132231404958678,74.0
N2_post,0.72,0.6101694915254238,0.6605504587155964,59.0
O3_post,0.8421052631578947,0.64,0.7272727272727273,25.0
prestimulus,0.615,0.7784810126582279,0.6871508379888268,158.0
accuracy,0.6329113924050633,0.6329113924050633,0.6329113924050633,0.6329113924050633
macro avg,0.6772550391937291,0.5916220855053724,0.6220492911182546,316.0
weighted avg,0.6331149800841992,0.6329113924050633,0.6212108862182507,316.0
test_accuracy,0.5708955223880597,0.5708955223880597,0.5708955223880597,268.0
train_accuracy,1.0,1.0,1.0,1258.0
