,precision,recall,f1-score,support
CO2_post,0.7115384615384616,0.5211267605633803,0.6016260162601627,71.0
N2_post,0.6346153846153846,0.6,0.616822429906542,55.0
O3_post,0.5,0.631578947368421,0.5581395348837209,19.0
prestimulus,0.6666666666666666,0.7448275862068966,0.7035830618892508,145.0
accuracy,0.6551724137931034,0.6551724137931034,0.6551724137931034,0.6551724137931034
macro avg,0.6282051282051282,0.6243833235346744,0.620042760734919,290.0
weighted avg,0.6606542882404951,0.6551724137931034,0.652637503227805,290.0
test_accuracy,0.47715736040609136,0.47715736040609136,0.47715736040609136,394.0
train_accuracy,1.0,1.0,1.0,2316.0
