,precision,recall,f1-score,support
CO2_post,0.6507936507936508,0.5256410256410257,0.5815602836879432,78.0
N2_post,0.6774193548387096,0.6885245901639344,0.6829268292682927,61.0
O3_post,0.7692307692307693,0.8,0.7843137254901961,25.0
prestimulus,0.6892655367231638,0.7439024390243902,0.7155425219941349,164.0
accuracy,0.6859756097560976,0.6859756097560976,0.6859756097560976,0.6859756097560976
macro avg,0.6966773278965734,0.6895170137073376,0.6910858401101416,328.0
weighted avg,0.6840085446964456,0.6859756097560976,0.6828568763942636,328.0
test_accuracy,0.5721153846153846,0.5721153846153846,0.5721153846153846,208.0
train_accuracy,1.0,1.0,1.0,2612.0
