,precision,recall,f1-score,support
CO2_post,0.5645161290322581,0.47297297297297297,0.5147058823529411,74.0
N2_post,0.6557377049180327,0.6779661016949152,0.6666666666666666,59.0
O3_post,0.7037037037037037,0.76,0.7307692307692307,25.0
prestimulus,0.6445783132530121,0.6772151898734177,0.6604938271604939,158.0
accuracy,0.6360759493670886,0.6360759493670886,0.6360759493670886,0.6360759493670886
macro avg,0.6421339627267517,0.6470385661353265,0.6431589017373331,316.0
weighted avg,0.6325907728643023,0.6360759493670886,0.6330658990127841,316.0
test_accuracy,0.6156716417910447,0.6156716417910447,0.6156716417910447,268.0
train_accuracy,1.0,1.0,1.0,2516.0
