,precision,recall,f1-score,support
CO2_post,0.6236559139784946,0.6304347826086957,0.6270270270270271,92.0
N2_post,0.7027027027027027,0.65,0.6753246753246753,40.0
O3_post,0.3333333333333333,0.7857142857142857,0.46808510638297873,14.0
prestimulus,0.7054263565891473,0.6232876712328768,0.6618181818181819,146.0
accuracy,0.636986301369863,0.636986301369863,0.636986301369863,0.636986301369863
macro avg,0.5912795766509195,0.6723591848889645,0.6080637476382158,292.0
weighted avg,0.6614498867219581,0.636986301369863,0.6434182175831841,292.0
test_accuracy,0.5390625,0.5390625,0.5390625,384.0
train_accuracy,1.0,1.0,1.0,2332.0
