,precision,recall,f1-score,support
CO2_post,0.5945945945945946,0.5866666666666667,0.5906040268456376,75.0
N2_post,0.8085106382978723,0.7169811320754716,0.76,53.0
O3_post,0.48484848484848486,0.8888888888888888,0.6274509803921569,18.0
prestimulus,0.717391304347826,0.678082191780822,0.6971830985915493,146.0
accuracy,0.6746575342465754,0.6746575342465754,0.6746575342465754,0.6746575342465754
macro avg,0.6513362555221944,0.7176547198529624,0.6688095264573359,292.0
weighted avg,0.688055005433004,0.6746575342465754,0.6769114796398898,292.0
test_accuracy,0.5360824742268041,0.5360824742268041,0.5360824742268041,388.0
train_accuracy,1.0,1.0,1.0,2324.0
