,precision,recall,f1-score,support
CO2_post,0.5522388059701493,0.5,0.524822695035461,74.0
N2_post,0.6428571428571429,0.7627118644067796,0.6976744186046512,59.0
O3_post,0.7037037037037037,0.76,0.7307692307692307,25.0
prestimulus,0.6710526315789473,0.6455696202531646,0.6580645161290323,158.0
accuracy,0.6424050632911392,0.6424050632911392,0.6424050632911392,0.6424050632911392
macro avg,0.6424630710274858,0.667070371164986,0.6528327151345938,316.0
weighted avg,0.6405479476342683,0.6424050632911392,0.6400097925566974,316.0
test_accuracy,0.5932835820895522,0.5932835820895522,0.5932835820895522,268.0
train_accuracy,1.0,1.0,1.0,2516.0
