,precision,recall,f1-score,support
CO2_post,0.625,0.6,0.6122448979591837,75.0
N2_post,0.6666666666666666,0.7547169811320755,0.7079646017699115,53.0
O3_post,0.5357142857142857,0.8333333333333334,0.6521739130434783,18.0
prestimulus,0.7121212121212122,0.6438356164383562,0.6762589928057554,146.0
accuracy,0.6643835616438356,0.6643835616438356,0.6643835616438356,0.6643835616438356
macro avg,0.6348755411255411,0.7079714827259412,0.6621606013945822,292.0
weighted avg,0.670619477554409,0.6643835616438356,0.6640871048807089,292.0
test_accuracy,0.5128865979381443,0.5128865979381443,0.5128865979381443,388.0
train_accuracy,0.9737521514629949,0.9737521514629949,0.9737521514629949,2324.0
