,precision,recall,f1-score,support
CO2_post,0.631578947368421,0.6486486486486487,0.64,74.0
prestimulus,0.6388888888888888,0.6216216216216216,0.6301369863013698,74.0
accuracy,0.6351351351351351,0.6351351351351351,0.6351351351351351,0.6351351351351351
macro avg,0.6352339181286549,0.6351351351351351,0.6350684931506849,148.0
weighted avg,0.6352339181286549,0.6351351351351351,0.6350684931506849,148.0
test_accuracy,0.6544117647058824,0.6544117647058824,0.6544117647058824,136.0
train_accuracy,1.0,1.0,1.0,662.0
