,precision,recall,f1-score,support
CO2_post,0.5211267605633803,0.5,0.5103448275862069,74.0
N2_post,0.6052631578947368,0.7796610169491526,0.6814814814814815,59.0
O3_post,0.6785714285714286,0.76,0.7169811320754716,25.0
prestimulus,0.6950354609929078,0.620253164556962,0.6555183946488294,158.0
accuracy,0.6329113924050633,0.6329113924050633,0.6329113924050633,0.6329113924050633
macro avg,0.6249992020056134,0.6649785453765287,0.6410814589479974,316.0
weighted avg,0.6362461871792555,0.6329113924050633,0.6312321496999638,316.0
test_accuracy,0.585820895522388,0.585820895522388,0.585820895522388,268.0
train_accuracy,0.9657345411579362,0.9657345411579362,0.9657345411579362,2539.0
