,precision,recall,f1-score,support
CO2_post,0.6438356164383562,0.573170731707317,0.6064516129032258,82.0
N2_post,0.65625,0.8571428571428571,0.7433628318584071,49.0
O3_post,0.5217391304347826,0.6666666666666666,0.5853658536585366,18.0
prestimulus,0.7463768115942029,0.6912751677852349,0.7177700348432056,149.0
accuracy,0.6845637583892618,0.6845637583892618,0.6845637583892618,0.6845637583892618
macro avg,0.6420503896168355,0.6970638558255189,0.6632375833158437,298.0
weighted avg,0.6897725497426428,0.6845637583892618,0.683349434820865,298.0
test_accuracy,0.6039325842696629,0.6039325842696629,0.6039325842696629,356.0
train_accuracy,1.0,1.0,1.0,2376.0
