,precision,recall,f1-score,support
CO2_post,0.5697674418604651,0.5697674418604651,0.5697674418604651,86.0
N2_post,0.6739130434782609,0.8157894736842105,0.7380952380952381,38.0
O3_post,0.59375,0.8260869565217391,0.6909090909090909,23.0
prestimulus,0.6923076923076923,0.6122448979591837,0.6498194945848376,147.0
accuracy,0.6428571428571429,0.6428571428571429,0.6428571428571429,0.6428571428571429
macro avg,0.6324345444116046,0.7059721925063995,0.6621478163624079,294.0
weighted avg,0.646374749732669,0.6428571428571429,0.6410271899404737,294.0
test_accuracy,0.43010752688172044,0.43010752688172044,0.43010752688172044,372.0
train_accuracy,0.9834183673469388,0.9834183673469388,0.9834183673469388,2352.0
