,precision,recall,f1-score,support
CO2_post,0.6,0.5543478260869565,0.576271186440678,92.0
N2_post,0.6,0.6,0.6,40.0
O3_post,0.43333333333333335,0.9285714285714286,0.5909090909090909,14.0
prestimulus,0.6715328467153284,0.6301369863013698,0.6501766784452296,146.0
accuracy,0.6164383561643836,0.6164383561643836,0.6164383561643836,0.6164383561643836
macro avg,0.5762165450121655,0.6782640602399388,0.6043392389487496,292.0
weighted avg,0.6277755557777555,0.6164383561643836,0.617176272185867,292.0
test_accuracy,0.4192708333333333,0.4192708333333333,0.4192708333333333,384.0
train_accuracy,0.9768439108061749,0.9768439108061749,0.9768439108061749,2332.0
