fold,train,val,test
0,1.0,0.6424050632911392,0.5932835820895522
1,1.0,0.6845637583892618,0.6039325842696629
2,1.0,0.6746575342465754,0.5360824742268041
3,1.0,0.636986301369863,0.5390625
4,1.0,0.6482758620689655,0.467005076142132
5,1.0,0.6859756097560976,0.5576923076923077
6,1.0,0.6870748299319728,0.4435483870967742
