fold,train,val,test
0,0.9614467408585056,0.6044303797468354,0.582089552238806
1,0.9776936026936027,0.6442953020134228,0.6039325842696629
2,0.9737521514629949,0.6643835616438356,0.5128865979381443
3,0.9768439108061749,0.6164383561643836,0.4192708333333333
4,0.9766839378238342,0.6206896551724138,0.47715736040609136
5,0.9605666156202144,0.649390243902439,0.6057692307692307
6,0.9834183673469388,0.6428571428571429,0.43010752688172044
