source,approach,n_features,split,accuracy
majority_rank_ranked_features,majority_voting,31,train,0.6740858505564388
majority_rank_ranked_features,majority_voting,31,val,0.4462025316455696
majority_rank_ranked_features,majority_voting,31,test,0.4253731343283582
majority_rank_ranked_features,majority_voting,32,train,0.6812400635930048
majority_rank_ranked_features,majority_voting,32,val,0.44936708860759494
majority_rank_ranked_features,majority_voting,32,test,0.4216417910447761
majority_rank_ranked_features,majority_voting,33,train,0.6669316375198728
majority_rank_ranked_features,majority_voting,33,val,0.4430379746835443
majority_rank_ranked_features,majority_voting,33,test,0.4216417910447761
majority_rank_ranked_features,majority_voting,34,train,0.6756756756756757
majority_rank_ranked_features,majority_voting,34,val,0.439873417721519
majority_rank_ranked_features,majority_voting,34,test,0.44029850746268656
majority_rank_ranked_features,rank_aggregation,1,train,0.40620031796502387
majority_rank_ranked_features,rank_aggregation,1,val,0.34810126582278483
majority_rank_ranked_features,rank_aggregation,1,test,0.2574626865671642
majority_rank_ranked_features,rank_aggregation,2,train,0.46025437201907793
majority_rank_ranked_features,rank_aggregation,2,val,0.3512658227848101
majority_rank_ranked_features,rank_aggregation,2,test,0.26865671641791045
majority_rank_ranked_features,rank_aggregation,3,train,0.5015898251192369
majority_rank_ranked_features,rank_aggregation,3,val,0.3829113924050633
majority_rank_ranked_features,rank_aggregation,3,test,0.30597014925373134
majority_rank_ranked_features,rank_aggregation,4,train,0.5310015898251192
majority_rank_ranked_features,rank_aggregation,4,val,0.3860759493670886
majority_rank_ranked_features,rank_aggregation,4,test,0.3208955223880597
majority_rank_ranked_features,rank_aggregation,5,train,0.5580286168521462
majority_rank_ranked_features,rank_aggregation,5,val,0.40822784810126583
majority_rank_ranked_features,rank_aggregation,5,test,0.3358208955223881
majority_rank_ranked_features,rank_aggregation,6,train,0.5794912559618441
majority_rank_ranked_features,rank_aggregation,6,val,0.4272151898734177
majority_rank_ranked_features,rank_aggregation,6,test,0.35074626865671643
majority_rank_ranked_features,rank_aggregation,7,train,0.5842607313195548
majority_rank_ranked_features,rank_aggregation,7,val,0.40189873417721517
majority_rank_ranked_features,rank_aggregation,7,test,0.332089552238806
majority_rank_ranked_features,rank_aggregation,8,train,0.5914149443561209
majority_rank_ranked_features,rank_aggregation,8,val,0.4240506329113924
majority_rank_ranked_features,rank_aggregation,8,test,0.29850746268656714
majority_rank_ranked_features,rank_aggregation,9,train,0.595389507154213
majority_rank_ranked_features,rank_aggregation,9,val,0.4430379746835443
majority_rank_ranked_features,rank_aggregation,9,test,0.31716417910447764
majority_rank_ranked_features,rank_aggregation,10,train,0.5945945945945946
majority_rank_ranked_features,rank_aggregation,10,val,0.43037974683544306
majority_rank_ranked_features,rank_aggregation,10,test,0.3208955223880597
majority_rank_ranked_features,rank_aggregation,11,train,0.5874403815580286
majority_rank_ranked_features,rank_aggregation,11,val,0.4240506329113924
majority_rank_ranked_features,rank_aggregation,11,test,0.33955223880597013
majority_rank_ranked_features,rank_aggregation,12,train,0.6033386327503975
majority_rank_ranked_features,rank_aggregation,12,val,0.40189873417721517
majority_rank_ranked_features,rank_aggregation,12,test,0.30970149253731344
majority_rank_ranked_features,rank_aggregation,13,train,0.6057233704292527
majority_rank_ranked_features,rank_aggregation,13,val,0.379746835443038
majority_rank_ranked_features,rank_aggregation,13,test,0.30223880597014924
majority_rank_ranked_features,rank_aggregation,14,train,0.6120826709062003
majority_rank_ranked_features,rank_aggregation,14,val,0.43354430379746833
