,precision,recall,f1-score,support
CO2_post,0.7236842105263158,0.6395348837209303,0.6790123456790124,86.0
N2_post,0.6808510638297872,0.8421052631578947,0.7529411764705882,38.0
O3_post,0.6896551724137931,0.8695652173913043,0.7692307692307693,23.0
prestimulus,0.7676056338028169,0.7414965986394558,0.754325259515571,147.0
accuracy,0.7346938775510204,0.7346938775510204,0.7346938775510204,0.7346938775510204
macro avg,0.7154490201431782,0.7731754907273963,0.7388773877239851,294.0
weighted avg,0.7374465294738993,0.7346938775510204,0.7332821335897075,294.0
test_accuracy,0.4650537634408602,0.4650537634408602,0.4650537634408602,372.0
train_accuracy,1.0,1.0,1.0,2352.0
